day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,price_diff,price_diff_pct,future_diff
-1,1000,TOMATOES,5000,7,4999,22,,,5014,7,5015,22,,,5007.0,0.0,6.0,0.0011997600479904946,-6.5
-2,1000,TOMATOES,4994,10,4992,24,,,5007,10,5008,24,,,5000.5,0.0,-6.5,-0.0012981825444378092,9.5
-1,1100,TOMATOES,5007,8,5000,5,4999.0,17.0,5013,5,5015,17,,,5010.0,0.0,9.5,0.0018998100189981937,-10.0
-2,1100,TOMATOES,4993,10,4992,21,,,5007,10,5008,21,,,5000.0,0.0,-10.0,-0.001996007984031989,0.5
-2,1200,TOMATOES,4994,7,4992,21,,,5007,7,5008,21,,,5000.5,0.0,0.5,9.999999999998899e-05,6.5
-1,1200,TOMATOES,5000,6,4999,16,,,5014,6,5015,16,,,5007.0,0.0,6.5,0.001299870012998694,-4.0
-2,1300,TOMATOES,4999,3,4993,9,4992.0,16.0,5007,9,5008,16,,,5003.0,0.0,-4.0,-0.0007988815658078741,4.5
-1,1300,TOMATOES,5001,9,5000,25,,,5014,9,5016,25,,,5007.5,0.0,4.5,0.000899460323805723,-8.5
-2,1400,TOMATOES,4992,9,4991,18,,,5006,9,5007,18,,,4999.0,0.0,-8.5,-0.0016974538192711108,8.0
-1,1400,TOMATOES,5000,9,4999,19,,,5014,9,5015,19,,,5007.0,0.0,8.0,0.0016003200640128945,4.0
-1,1500,TOMATOES,5008,8,5000,7,4999.0,21.0,5014,7,5015,21,,,5011.0,0.0,4.0,0.000798881565807763,-12.0
-2,1500,TOMATOES,4992,9,4991,23,,,5006,9,5007,23,,,4999.0,0.0,-12.0,-0.0023947315905008537,0.0
-2,1600,TOMATOES,4992,10,4991,24,,,5006,10,5007,24,,,4999.0,0.0,0.0,0.0,8.5
-1,1600,TOMATOES,5001,6,4999,19,,,5014,6,5015,19,,,5007.5,0.0,8.5,0.0017003400680135616,-8.0
-2,1700,TOMATOES,4993,5,4992,18,,,5006,5,5008,18,,,4999.5,0.0,-8.0,-0.0015976035946080325,7.5
-1,1700,TOMATOES,5000,5,4999,15,,,5014,5,5015,15,,,5007.0,0.0,7.5,0.001500150015001589,-7.5
-2,1800,TOMATOES,4993,7,4991,23,,,5006,7,5007,23,,,4999.5,0.0,-7.5,-0.0014979029358898055,7.0
-1,1800,TOMATOES,5000,8,4998,17,,,5013,8,5014,17,,,5006.5,0.0,7.0,0.0014001400140013498,-8.0
-2,1900,TOMATOES,4992,7,4991,17,,,5005,7,5007,17,,,4998.5,0.0,-8.0,-0.001597922700489418,8.0
-1,1900,TOMATOES,5000,10,4999,20,,,5013,10,5015,20,,,5006.5,0.0,8.0,0.001600480144043237,-8.0
-2,2000,TOMATOES,4992,10,4990,17,,,5005,10,5006,17,,,4998.5,0.0,-8.0,-0.001597922700489418,7.5
-1,2000,TOMATOES,4999,5,4998,18,,,5013,5,5014,18,,,5006.0,0.0,7.5,0.0015004501350404098,-0.5
-1,2100,TOMATOES,4999,10,4997,20,,,5012,10,5013,20,,,5005.5,0.0,-0.5,-9.988014382744659e-05,-7.5
-2,2100,TOMATOES,4991,10,4990,20,,,5005,10,5006,20,,,4998.0,0.0,-7.5,-0.0014983518130057272,-0.5
-2,2200,TOMATOES,4991,5,4989,19,,,5004,5,5005,19,,,4997.5,0.0,-0.5,-0.00010004001600638635,6.5
-1,2200,TOMATOES,4997,7,4996,15,,,5011,7,5012,15,,,5004.0,0.0,6.5,0.0013006503251626889,-0.5
-1,2300,TOMATOES,4997,9,4995,21,,,5010,9,5011,21,,,5003.5,0.0,-0.5,-9.992006394887731e-05,-6.0
-2,2300,TOMATOES,4991,7,4989,22,,,5004,7,5005,22,,,4997.5,0.0,-6.0,-0.0011991605875887323,0.0
-2,2400,TOMATOES,4991,7,4989,18,,,5004,7,5005,18,,,4997.5,0.0,0.0,0.0,5.5
-1,2400,TOMATOES,4996,7,4995,21,,,5010,7,5011,21,,,5003.0,0.0,5.5,0.0011005502751375573,-6.5
-2,2500,TOMATOES,4990,9,4989,18,,,5003,9,5005,18,,,4996.5,0.0,-6.5,-0.001299220467719353,6.0
-1,2500,TOMATOES,4996,6,4995,24,,,5009,6,5011,24,,,5002.5,0.0,6.0,0.0012008405884118556,-6.0
-2,2600,TOMATOES,4990,8,4988,15,,,5003,8,5004,15,,,4996.5,0.0,-6.0,-0.0011994002998501063,6.0
-1,2600,TOMATOES,4996,7,4995,19,,,5009,7,5011,19,,,5002.5,0.0,6.0,0.0012008405884118556,1.0
-1,2700,TOMATOES,4997,10,4995,24,,,5010,10,5011,24,,,5003.5,0.0,1.0,0.00019990004997505473,-7.0
-2,2700,TOMATOES,4990,5,4989,16,,,5003,5,5005,16,,,4996.5,0.0,-7.0,-0.0013990206855201137,7.5
-1,2800,TOMATOES,4997,5,4996,15,,,5011,5,5012,15,,,5004.0,0.0,7.5,0.001501050735514875,-8.5
-2,2800,TOMATOES,4989,8,4988,21,,,5002,8,5004,21,,,4995.5,0.0,-8.5,-0.0016986410871302482,1.0
-2,2900,TOMATOES,4990,10,4988,21,,,5003,10,5004,21,,,4996.5,0.0,1.0,0.00020018016214584655,7.5
-1,2900,TOMATOES,4997,10,4996,24,,,5011,10,5012,24,,,5004.0,0.0,7.5,0.001501050735514875,-1.0
-1,3000,TOMATOES,4996,6,4995,18,,,5010,6,5011,18,,,5003.0,0.0,-1.0,-0.0001998401278976436,-7.0
-2,3000,TOMATOES,4989,5,4988,19,,,5003,5,5004,19,,,4996.0,0.0,-7.0,-0.001399160503697816,7.0
-1,3100,TOMATOES,4996,7,4995,18,,,5010,7,5011,18,,,5003.0,0.0,7.0,0.0014011208967172895,-7.5
-2,3100,TOMATOES,4989,7,4988,19,,,5002,7,5004,19,,,4995.5,0.0,-7.5,-0.001499100539676168,-0.5
-2,3200,TOMATOES,4988,7,4987,22,,,5002,7,5003,22,,,4995.0,0.0,-0.5,-0.00010009008107292328,7.5
-1,3200,TOMATOES,4996,6,4995,16,,,5009,6,5011,16,,,5002.5,0.0,7.5,0.0015015015015014122,0.5
-1,3300,TOMATOES,4996,9,4995,23,,,5010,9,5011,23,,,5003.0,0.0,0.5,9.995002498741634e-05,-12.5
-2,3300,TOMATOES,4988,10,4987,19,,,4993,11,5001,10,5003.0,19.0,4990.5,0.0,-12.5,-0.002498500899460354,12.0
-1,3400,TOMATOES,4996,10,4994,17,,,5009,10,5011,17,,,5002.5,0.0,12.0,0.002404568680492991,-8.0
-2,3400,TOMATOES,4988,10,4986,21,,,5001,10,5002,21,,,4994.5,0.0,-8.0,-0.0015992003998001048,7.0
-1,3500,TOMATOES,4995,6,4993,17,,,5008,6,5009,17,,,5001.5,0.0,7.0,0.0014015416958654825,-7.0
-2,3500,TOMATOES,4988,7,4986,23,,,5001,7,5002,23,,,4994.5,0.0,-7.0,-0.0013995801259621965,7.0
-1,3600,TOMATOES,4995,7,4993,21,,,5008,7,5009,21,,,5001.5,0.0,7.0,0.0014015416958654825,-6.5
-2,3600,TOMATOES,4988,7,4987,19,,,5002,7,5003,19,,,4995.0,0.0,-6.5,-0.0012996101169648888,6.5
-1,3700,TOMATOES,4995,6,4994,25,,,5008,6,5010,25,,,5001.5,0.0,6.5,0.0013013013013012387,-6.5
-2,3700,TOMATOES,4988,7,4987,17,,,5002,7,5003,17,,,4995.0,0.0,-6.5,-0.0012996101169648888,0.0
-2,3800,TOMATOES,4988,8,4987,20,,,5002,8,5003,20,,,4995.0,0.0,0.0,0.0,6.0
-1,3800,TOMATOES,4994,9,4993,24,,,5008,9,5009,24,,,5001.0,0.0,6.0,0.001201201201201263,1.0
-1,3900,TOMATOES,4995,9,4994,16,,,5009,9,5010,16,,,5002.0,0.0,1.0,0.00019996000799848979,-6.5
-2,3900,TOMATOES,4989,10,4988,15,,,5002,10,5004,15,,,4995.5,0.0,-6.5,-0.0012994802079168144,7.0
-1,4000,TOMATOES,4996,7,4994,19,,,5009,7,5010,19,,,5002.5,0.0,7.0,0.001401261135021592,-7.0
-2,4000,TOMATOES,4989,6,4988,20,,,5002,6,5004,20,,,4995.5,0.0,-7.0,-0.00139930034982505,0.0
-2,4100,TOMATOES,4989,5,4987,17,,,5002,5,5003,17,,,4995.5,0.0,0.0,0.0,7.0
-1,4100,TOMATOES,4996,7,4994,18,,,5009,7,5010,18,,,5002.5,0.0,7.0,0.001401261135021592,-8.0
-2,4200,TOMATOES,4988,5,4987,16,,,5001,5,5003,16,,,4994.5,0.0,-8.0,-0.0015992003998001048,8.0
-1,4200,TOMATOES,4996,7,4994,25,,,5009,7,5010,25,,,5002.5,0.0,8.0,0.0016017619381318848,-8.0
-2,4300,TOMATOES,4988,9,4986,25,,,5001,9,5002,25,,,4994.5,0.0,-8.0,-0.0015992003998001048,4.0
-1,4300,TOMATOES,4995,6,4994,25,,,5002,6,5008,6,5010.0,25.0,4998.5,0.0,4.0,0.0008008809690660534,-4.0
-2,4400,TOMATOES,4988,6,4987,17,,,5001,6,5003,17,,,4994.5,0.0,-4.0,-0.0008002400720216185,7.0
-1,4400,TOMATOES,4995,5,4994,24,,,5008,5,5010,24,,,5001.5,0.0,7.0,0.0014015416958654825,-7.0
-2,4500,TOMATOES,4988,5,4986,18,,,5001,5,5002,18,,,4994.5,0.0,-7.0,-0.0013995801259621965,7.5
-1,4500,TOMATOES,4995,9,4994,18,,,5009,9,5010,18,,,5002.0,0.0,7.5,0.0015016518169987947,-7.0
-2,4600,TOMATOES,4988,5,4987,19,,,5002,5,5003,19,,,4995.0,0.0,-7.0,-0.0013994402239104753,7.0
-1,4600,TOMATOES,4995,7,4994,17,,,5009,7,5010,17,,,5002.0,0.0,7.0,0.0014014014014014364,0.0
-1,4700,TOMATOES,4995,7,4994,18,,,5009,7,5010,18,,,5002.0,0.0,0.0,0.0,-8.0
-2,4700,TOMATOES,4987,5,4986,15,,,5001,5,5002,15,,,4994.0,0.0,-8.0,-0.001599360255897686,8.0
-1,4800,TOMATOES,4995,7,4994,23,,,5009,7,5010,23,,,5002.0,0.0,8.0,0.0016019223067680333,-8.0
-2,4800,TOMATOES,4987,7,4986,17,,,5001,7,5002,17,,,4994.0,0.0,-8.0,-0.001599360255897686,-0.5
-2,4900,TOMATOES,4987,5,4986,24,,,5000,5,5002,24,,,4993.5,0.0,-0.5,-0.00010012014417304371,8.5
-1,4900,TOMATOES,4995,10,4994,18,,,5009,10,5010,18,,,5002.0,0.0,8.5,0.0017022128767396616,-7.5
-2,5000,TOMATOES,4988,5,4986,25,,,5001,5,5002,25,,,4994.5,0.0,-7.5,-0.0014994002399040252,8.0
-1,5000,TOMATOES,4996,9,4995,24,,,5009,9,5011,24,,,5002.5,0.0,8.0,0.0016017619381318848,0.0
-1,5100,TOMATOES,4996,10,4994,17,,,5009,10,5010,17,,,5002.5,0.0,0.0,0.0,-8.0
-2,5100,TOMATOES,4988,10,4986,21,,,5001,10,5002,21,,,4994.5,0.0,-8.0,-0.0015992003998001048,8.0
-1,5200,TOMATOES,4996,6,4994,23,,,5009,6,5010,23,,,5002.5,0.0,8.0,0.0016017619381318848,-8.0
-2,5200,TOMATOES,4988,7,4987,15,,,5001,7,5003,15,,,4994.5,0.0,-8.0,-0.0015992003998001048,0.5
-2,5300,TOMATOES,4988,8,4987,24,,,5002,8,5003,24,,,4995.0,0.0,0.5,0.00010011012113331219,7.5
-1,5300,TOMATOES,4996,7,4995,23,,,5009,7,5011,23,,,5002.5,0.0,7.5,0.0015015015015014122,-7.5
-2,5400,TOMATOES,4988,5,4987,15,,,5002,5,5003,15,,,4995.0,0.0,-7.5,-0.0014992503748125774,7.5
-1,5400,TOMATOES,4996,5,4995,15,,,5009,5,5011,15,,,5002.5,0.0,7.5,0.0015015015015014122,-7.5
-2,5500,TOMATOES,4988,5,4987,24,,,5002,5,5003,24,,,4995.0,0.0,-7.5,-0.0014992503748125774,7.5
-1,5500,TOMATOES,4996,9,4994,22,,,5009,9,5010,22,,,5002.5,0.0,7.5,0.0015015015015014122,-4.5
-2,5600,TOMATOES,4994,6,4988,6,4987.0,19.0,5002,6,5003,19,,,4998.0,0.0,-4.5,-0.0008995502248875242,4.5
-1,5600,TOMATOES,4996,9,4995,15,,,5009,9,5011,15,,,5002.5,0.0,4.5,0.0009003601440575881,3.5
-1,5700,TOMATOES,5003,8,4995,9,4994.0,18.0,5009,9,5010,18,,,5006.0,0.0,3.5,0.0006996501749125805,-10.5
-2,5700,TOMATOES,4989,7,4987,21,,,5002,7,5003,21,,,4995.5,0.0,-10.5,-0.002097483020375601,-0.5
-2,5800,TOMATOES,4988,9,4987,18,,,5002,9,5003,18,,,4995.0,0.0,-0.5,-0.00010009008107292328,6.5
-1,5800,TOMATOES,4995,7,4993,20,,,5008,7,5009,20,,,5001.5,0.0,6.5,0.0013013013013012387,-6.5
-2,5900,TOMATOES,4988,5,4987,20,,,5002,5,5003,20,,,4995.0,0.0,-6.5,-0.0012996101169648888,6.5
-1,5900,TOMATOES,4995,6,4994,19,,,5008,6,5010,19,,,5001.5,0.0,6.5,0.0013013013013012387,0.5
-1,6000,TOMATOES,4995,6,4994,23,,,5009,6,5010,23,,,5002.0,0.0,0.5,9.997000899719666e-05,-7.5
-2,6000,TOMATOES,4988,9,4986,23,,,5001,9,5002,23,,,4994.5,0.0,-7.5,-0.0014994002399040252,7.5
-1,6100,TOMATOES,4995,9,4994,24,,,5009,9,5010,24,,,5002.0,0.0,7.5,0.0015016518169987947,-8.0
-2,6100,TOMATOES,4987,6,4986,17,,,5001,6,5002,17,,,4994.0,0.0,-8.0,-0.001599360255897686,8.5
-1,6200,TOMATOES,4996,7,4994,19,,,5009,7,5010,19,,,5002.5,0.0,8.5,0.001702042450941077,-8.0
-2,6200,TOMATOES,4988,8,4986,18,,,5001,8,5002,18,,,4994.5,0.0,-8.0,-0.0015992003998001048,7.5
-1,6300,TOMATOES,4995,9,4994,17,,,5009,9,5010,17,,,5002.0,0.0,7.5,0.0015016518169987947,-7.5
-2,6300,TOMATOES,4988,6,4986,17,,,5001,6,5002,17,,,4994.5,0.0,-7.5,-0.0014994002399040252,7.5
-1,6400,TOMATOES,4995,6,4994,24,,,5009,6,5010,24,,,5002.0,0.0,7.5,0.0015016518169987947,-7.5
-2,6400,TOMATOES,4988,7,4987,23,,,5001,7,5003,23,,,4994.5,0.0,-7.5,-0.0014994002399040252,2.5
-2,6500,TOMATOES,4993,5,4988,5,4986.0,19.0,5001,5,5002,19,,,4997.0,0.0,2.5,0.0005005506056663389,5.0
-1,6500,TOMATOES,4995,6,4994,21,,,5009,6,5010,21,,,5002.0,0.0,5.0,0.0010006003602160973,-7.5
-2,6600,TOMATOES,4988,8,4987,21,,,5001,8,5003,21,,,4994.5,0.0,-7.5,-0.0014994002399040252,8.0
-1,6600,TOMATOES,4996,8,4994,20,,,5009,8,5010,20,,,5002.5,0.0,8.0,0.0016017619381318848,-8.0
-2,6700,TOMATOES,4988,8,4987,20,,,5001,8,5003,20,,,4994.5,0.0,-8.0,-0.0015992003998001048,8.0
-1,6700,TOMATOES,4996,10,4995,20,,,5009,10,5011,20,,,5002.5,0.0,8.0,0.0016017619381318848,-13.0
-2,6800,TOMATOES,4987,8,4986,21,,,4992,11,5000,8,5002.0,21.0,4989.5,0.0,-13.0,-0.0025987006496751563,14.0
-1,6800,TOMATOES,4997,10,4996,21,,,5010,10,5012,21,,,5003.5,0.0,14.0,0.002805892373985319,-10.5
-2,6900,TOMATOES,4986,7,4985,15,,,5000,7,5001,15,,,4993.0,0.0,-10.5,-0.0020985310282801706,10.0
-1,6900,TOMATOES,4996,8,4995,19,,,5010,8,5011,19,,,5003.0,0.0,10.0,0.0020028039254957886,-9.5
-2,7000,TOMATOES,4987,5,4986,25,,,5000,5,5002,25,,,4993.5,0.0,-9.5,-0.001898860683589798,10.0
-1,7000,TOMATOES,4997,8,4996,19,,,5010,8,5012,19,,,5003.5,0.0,10.0,0.002002603384399615,-10.0
-2,7100,TOMATOES,4987,6,4986,17,,,5000,6,5002,17,,,4993.5,0.0,-10.0,-0.00199860097931448,11.0
-1,7100,TOMATOES,4998,8,4996,23,,,5011,8,5012,23,,,5004.5,0.0,11.0,0.002202863722839732,-11.0
-2,7200,TOMATOES,4987,6,4986,20,,,5000,6,5002,20,,,4993.5,0.0,-11.0,-0.00219802178039763,10.5
-1,7200,TOMATOES,4997,6,4996,17,,,5011,6,5012,17,,,5004.0,0.0,10.5,0.0021027335536196734,0.0
-1,7300,TOMATOES,4997,7,4996,19,,,5011,7,5012,19,,,5004.0,0.0,0.0,0.0,-10.0
-2,7300,TOMATOES,4987,8,4986,23,,,5001,8,5002,23,,,4994.0,0.0,-10.0,-0.001998401278976769,-0.5
-2,7400,TOMATOES,4987,6,4986,24,,,5000,6,5002,24,,,4993.5,0.0,-0.5,-0.00010012014417304371,10.5
-1,7400,TOMATOES,4997,10,4996,17,,,5011,10,5012,17,,,5004.0,0.0,10.5,0.0021027335536196734,-10.0
-2,7500,TOMATOES,4987,10,4986,24,,,5001,10,5002,24,,,4994.0,0.0,-10.0,-0.001998401278976769,10.5
-1,7500,TOMATOES,4998,8,4997,18,,,5011,8,5013,18,,,5004.5,0.0,10.5,0.002102523027633252,0.5
-1,7600,TOMATOES,4998,8,4997,19,,,5012,8,5013,19,,,5005.0,0.0,0.5,9.991008092713471e-05,-11.0
-2,7600,TOMATOES,4987,8,4986,18,,,5001,8,5002,18,,,4994.0,0.0,-11.0,-0.00219780219780219,0.5
-2,7700,TOMATOES,4988,10,4987,22,,,5001,10,5003,22,,,4994.5,0.0,0.5,0.00010012014417304371,10.5
-1,7700,TOMATOES,4998,6,4997,21,,,5012,6,5013,21,,,5005.0,0.0,10.5,0.0021023125437982237,-10.5
-2,7800,TOMATOES,4988,10,4986,18,,,5001,10,5002,18,,,4994.5,0.0,-10.5,-0.00209790209790206,10.0
-1,7800,TOMATOES,4998,9,4997,17,,,5011,9,5013,17,,,5004.5,0.0,10.0,0.0020022024226649116,-10.0
-2,7900,TOMATOES,4988,6,4987,18,,,5001,6,5003,18,,,4994.5,0.0,-10.0,-0.0019982016185433604,11.0
-1,7900,TOMATOES,4999,8,4997,19,,,5012,8,5013,19,,,5005.5,0.0,11.0,0.002202422664931314,-11.0
-2,8000,TOMATOES,4988,10,4986,25,,,5001,10,5002,25,,,4994.5,0.0,-11.0,-0.0021975826590749925,11.0
-1,8000,TOMATOES,4999,6,4997,21,,,5012,6,5013,21,,,5005.5,0.0,11.0,0.002202422664931314,-11.5
-2,8100,TOMATOES,4987,9,4986,20,,,5001,9,5002,20,,,4994.0,0.0,-11.5,-0.002297472779942078,12.0
-1,8100,TOMATOES,4999,7,4998,24,,,5013,7,5014,24,,,5006.0,0.0,12.0,0.002402883460152161,0.0
-1,8200,TOMATOES,4999,6,4998,15,,,5013,6,5014,15,,,5006.0,0.0,0.0,0.0,-8.5
-2,8200,TOMATOES,4994,5,4987,9,4986.0,24.0,5001,9,5002,24,,,4997.5,0.0,-8.5,-0.0016979624450659259,-4.0
-2,8300,TOMATOES,4987,5,4986,17,,,5000,5,5002,17,,,4993.5,0.0,-4.0,-0.0008004002001000821,12.5
-1,8300,TOMATOES,4999,9,4998,22,,,5013,9,5014,22,,,5006.0,0.0,12.5,0.002503254230499685,-12.0
-2,8400,TOMATOES,4987,6,4986,15,,,5001,6,5002,15,,,4994.0,0.0,-12.0,-0.002397123451857719,13.0
-1,8400,TOMATOES,5000,6,4999,20,,,5014,6,5015,20,,,5007.0,0.0,13.0,0.0026031237484982483,-12.0
-2,8500,TOMATOES,4988,5,4987,21,,,5002,5,5003,21,,,4995.0,0.0,-12.0,-0.002396644697423622,12.0
-1,8500,TOMATOES,5000,10,4999,17,,,5014,10,5015,17,,,5007.0,0.0,12.0,0.002402402402402304,0.0
-1,8600,TOMATOES,5000,7,4999,23,,,5014,7,5015,23,,,5007.0,0.0,0.0,0.0,-12.0
-2,8600,TOMATOES,4988,9,4987,25,,,5002,9,5003,25,,,4995.0,0.0,-12.0,-0.002396644697423622,-1.0
-2,8700,TOMATOES,4987,6,4986,20,,,5001,6,5002,20,,,4994.0,0.0,-1.0,-0.00020020020020017348,13.5
-1,8700,TOMATOES,5001,5,5000,16,,,5014,5,5016,16,,,5007.5,0.0,13.5,0.002703243892671292,-13.0
-2,8800,TOMATOES,4988,10,4986,19,,,5001,10,5002,19,,,4994.5,0.0,-13.0,-0.00259610584123815,13.0
-1,8800,TOMATOES,5001,7,4999,21,,,5014,7,5015,21,,,5007.5,0.0,13.0,0.0026028631494643406,-14.5
-2,8900,TOMATOES,4986,10,4985,15,,,5000,10,5001,15,,,4993.0,0.0,-14.5,-0.002895656515227163,14.0
-1,8900,TOMATOES,5000,10,4999,16,,,5014,10,5015,16,,,5007.0,0.0,14.0,0.0028039254956939708,-13.5
-2,9000,TOMATOES,4987,9,4985,20,,,5000,9,5001,20,,,4993.5,0.0,-13.5,-0.002696225284601561,13.5
-1,9000,TOMATOES,5000,9,4999,17,,,5014,9,5015,17,,,5007.0,0.0,13.5,0.00270351456893958,-0.5
-1,9100,TOMATOES,5000,6,4999,21,,,5013,6,5015,21,,,5006.5,0.0,-0.5,-9.986019572594262e-05,-12.0
-2,9100,TOMATOES,4988,10,4986,18,,,5001,10,5002,18,,,4994.5,0.0,-12.0,-0.002396884050734016,12.5
-1,9200,TOMATOES,5000,9,4999,17,,,5014,9,5015,17,,,5007.0,0.0,12.5,0.0025027530283312505,-13.0
-2,9200,TOMATOES,4987,7,4986,20,,,5001,7,5002,20,,,4994.0,0.0,-13.0,-0.0025963650888756185,3.0
-2,9300,TOMATOES,4993,5,4987,7,4986.0,15.0,5001,7,5002,15,,,4997.0,0.0,3.0,0.0006007208650380402,10.0
-1,9300,TOMATOES,5000,9,4999,22,,,5014,9,5015,22,,,5007.0,0.0,10.0,0.0020012007204321947,-0.5
-1,9400,TOMATOES,5000,5,4999,21,,,5013,5,5015,21,,,5006.5,0.0,-0.5,-9.986019572594262e-05,-13.0
-2,9400,TOMATOES,4987,8,4985,19,,,5000,8,5001,19,,,4993.5,0.0,-13.0,-0.002596624388295221,13.0
-1,9500,TOMATOES,5000,10,4999,19,,,5013,10,5015,19,,,5006.5,0.0,13.0,0.0026033843997197437,-13.5
-2,9500,TOMATOES,4986,6,4985,16,,,5000,6,5001,16,,,4993.0,0.0,-13.5,-0.002696494557075768,13.0
-1,9600,TOMATOES,4999,7,4998,20,,,5013,7,5014,20,,,5006.0,0.0,13.0,0.0026036451031443697,-10.0
-2,9600,TOMATOES,4992,3,4986,10,4985.0,20.0,5000,10,5001,20,,,4996.0,0.0,-10.0,-0.0019976028765481546,-3.0
-2,9700,TOMATOES,4986,7,4985,25,,,5000,7,5001,25,,,4993.0,0.0,-3.0,-0.0006004803843074891,13.5
-1,9700,TOMATOES,5000,8,4998,21,,,5013,8,5014,21,,,5006.5,0.0,13.5,0.0027037852994191702,-13.5
-2,9800,TOMATOES,4986,6,4985,21,,,5000,6,5001,21,,,4993.0,0.0,-13.5,-0.002696494557075768,13.5
-1,9800,TOMATOES,5000,5,4999,17,,,5013,5,5015,17,,,5006.5,0.0,13.5,0.0027037852994191702,-12.5
-2,9900,TOMATOES,4987,10,4986,21,,,5001,10,5002,21,,,4994.0,0.0,-12.5,-0.002496754219514674,12.5
-1,9900,TOMATOES,5000,7,4999,17,,,5013,7,5015,17,,,5006.5,0.0,12.5,0.0025030036043252046,0.0
-1,10000,TOMATOES,5000,7,4998,20,,,5013,7,5014,20,,,5006.5,0.0,0.0,0.0,-12.5
-2,10000,TOMATOES,4987,10,4986,24,,,5001,10,5002,24,,,4994.0,0.0,-12.5,-0.002496754219514674,2.5
-2,10100,TOMATOES,4992,6,4987,10,4986.0,16.0,5001,10,5002,16,,,4996.5,0.0,2.5,0.0005006007208649965,10.5
-1,10100,TOMATOES,5000,5,4999,18,,,5014,5,5015,18,,,5007.0,0.0,10.5,0.002101471029720914,-13.0
-2,10200,TOMATOES,4987,7,4986,17,,,5001,7,5002,17,,,4994.0,0.0,-13.0,-0.0025963650888756185,14.0
-1,10200,TOMATOES,5001,7,5000,20,,,5015,7,5016,20,,,5008.0,0.0,14.0,0.0028033640368441137,-14.0
-2,10300,TOMATOES,4987,10,4986,16,,,5001,10,5002,16,,,4994.0,0.0,-14.0,-0.0027955271565495154,14.5
-1,10300,TOMATOES,5002,6,5001,22,,,5015,6,5017,22,,,5008.5,0.0,14.5,0.0029034841810171574,0.0
-1,10400,TOMATOES,5002,7,5001,23,,,5015,7,5017,23,,,5008.5,0.0,0.0,0.0,-15.5
-2,10400,TOMATOES,4986,8,4985,16,,,5000,8,5001,16,,,4993.0,0.0,-15.5,-0.0030947389437955275,0.5
